Title,Date,Excerpt,Rakuten_Title,Rakuten_Description,Rakuten_Count,UnitedAirlines_Title,UnitedAirlines_Description,UnitedAirlines_Count,Chase_Title,Chase_Description,Chase_Count,KaiserPermanente_Title,KaiserPermanente_Description,KaiserPermanente_Count,Adobe_Title,Adobe_Description,Adobe_Count,Powered_By,Presented_By,Sponsors_List,Major_Sponsor,Other_Sponsor
Warriors Waive Forward Alen Smailagić,2021-08-04 17:52:00,"The Golden State Warriors have waived forward Alen Smailagić, the team announced today. Smailagić appeared in 15 games for the Warriors last season, averaging 1.9 points and 1.1 rebounds in 5.6 minutes per game. The Serbian native appeared in 29 games (one start) over two seasons with Golden State, compiling averages of 3.0 points and 1.5 rebounds in 7.7 minutes. Smailagić was originally selected by the New Orleans Pelicans in the second round of the 2019 NBA Draft (39th overall) before being acquired by the Warriors on draft night.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"Warriors Unveil 2021-22 Warriors Origins Jersey, Presented by Rakuten, Ahead of 75th Anniversary Season",2021-08-03 16:15:00,,True,False,1,False,False,0,False,False,0,False,False,0,False,False,0,False,True,['Rakuten'],['Rakuten'],[]
"Warriors Announce 2021 Summer League Roster, Presented by Oracle",2021-08-02 16:54:00,"The Golden State Warriors have announced the team’s 2021 Summer League roster, presented by Oracle, which begins play with a pair of games in the California Classic in Sacramento before a five-game slate at the MGM Resorts Summer League in Las Vegas. Santa Cruz Warriors Head Coach Kris Weems will serve as head coach of both Summer League entries.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,True,"['Oracle', 'Oracle']",[],"['Oracle', 'Oracle']"
"Warriors Select Jonathan Kuminga (#7) & Moses Moody (#14) In 2021 NBA Draft, Presented by Oracle",2021-07-30 02:58:00,"The Golden State Warriors have selected forward Jonathan Kuminga with the seventh overall pick and guard Moses Moody with the 14th overall pick in the 2021 NBA Draft at Barclays Center in Brooklyn, New York.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,True,['Oracle'],[],['Oracle']
Warriors Community Foundation Awarded Corporate Philanthropy “Beyond The Check” Award,2021-07-29 17:00:00,"The Warriors Community Foundation has been honored with the Corporate Philanthropy “Beyond the Check” award from the San Francisco Business Times, it was announced today. The Foundation was recognized for leadership impact and investment in corporate philanthropic strategy to support Bay Area education equity efforts, centered around various community initiatives over the last year. The Warriors were nominated in the “Community Impact” category for engaging all employees in volunteerism and philanthropy efforts, which included the following initiatives:",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"Warriors Announce 2021 Summer League Broadcast Schedule, Presented by Oracle",2021-07-28 19:16:00,"The Golden State Warriors have announced the team’s 2021 Summer League schedule, presented by Oracle, which includes the California Classic Summer League in Sacramento (August 3-4) as well as the MGM Resorts NBA Summer League in Las Vegas (August 8-17). Santa Cruz Warriors Head Coach Kris Weems will serve as head coach of both Summer League entries. The Summer League roster will be announced at a later date.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,True,"['Oracle', 'Oracle']",[],"['Oracle', 'Oracle']"
Warriors Announce Oracle as Team Performance Center Partner,2021-07-28 17:00:00,"The Golden State Warriors and Oracle today announced the expansion of their longstanding partnership with the launch of the Oracle Performance Center. The NBA’s most advanced training and recovery center, powered by Oracle, will deliver new insights and a custom high performance system to enhance player performance. The Oracle Performance Center, measuring 25,349 square-feet, will be home to the Warriors practice facility and player campus, located at Chase Center, the Warriors’ 18,064-seat privately financed sports and entertainment arena in San Francisco’s Mission Bay neighborhood.",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,True,False,[],[],[]
"Warriors Draft Watch Party, Presented By Oracle, to be Held at Thrive City on July 29",2021-07-22 20:00:00,"The Golden State Warriors will host a Draft Watch Party , presented by Oracle, on Thursday, July 29, beginning at 4:30 p.m. at Thrive City, the plaza surrounding Chase Center. During the Watch Party, which is free and open to the public, the 2021 NBA Draft will air on Thrive City’s 3,108 square foot outdoor video board. Fans in attendance will hear live insights from Warriors Radio play-by-play announcer Tim Roye and former Warriors general manager Garry St.",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,True,"['Oracle', 'Oracle']",[],"['Oracle', 'Oracle']"
Warriors Announce Executive Promotions,2021-07-15 18:46:50,"The Golden State Warriors announced four executive promotions today, elevating Jen Millet to Chief Marketing Officer, John Beaven to Executive Vice President of Ticket Sales and Service, Mike Kitts to Executive Vice President of Partnerships, and Erin Dangerfield to Senior Vice President of People and Culture.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Stephen Curry Finishes 9th at Celebrity Golf Tournament in Lake Tahoe,2021-07-12 20:31:00,"Stephen Curry arrived at the Edgewood Tahoe golf course in South Lake Tahoe to participate in the 32nd American Century Championship celebrity golf tournament, marking his ninth appearance in the annual event. The three-day tournament teed off on Friday and featured three rounds throughout the weekend. Curry tallied a ninth place finish at the event which showcased more than 80 athletes and celebrities.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Stephen Curry Gears Up For A Weekend On The Green,2021-07-08 22:15:00,"Stephen Curry will complete in the 32nd American Century Championship celebrity golf tournament at the Edgewood Tahoe Golf Course in South Lake Tahoe over the weekend, marking his ninth appearance at the annual event. The two-time NBA MVP has held his own in previous years with three fourth place finishes, including last year.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors to Participate in California Classic Summer League,2021-07-08 17:05:00,"The Golden State Warriors will participate in 3rd Annual California Classic Summer League at Golden 1 Center in Sacramento, it was announced today. Beginning on August 3, four teams – Sacramento Kings, Los Angeles Lakers, Miami Heat and the Warriors – will play a total of four games featuring rookies selected in the 2021 NBA Draft and athletes competing to make NBA and G League regular season rosters.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Draymond Green Named to U.S. Olympic Men's Basketball Team,2021-06-28 17:09:00,"Golden State Warriors forward Draymond Green has been named to the official 12-member U.S. Olympic Men’s Basketball Team, USA Basketball announced today. Steve Kerr will serve as an assistant coach on the USA coaching staff. A three-time NBA Champion, Green was a member of the 2016 U.S. Olympic gold medalist squad in Rio de Janeiro. He appeared in all eight games (8-0) for the U.S., averaging 1.9 points, 2.1 rebounds and 1.3 assists in 9.9 minutes per game.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"Warriors to Host Pride Month Panel, Presented by Accenture, on Sunday at 11 A.M.",2021-06-23 19:47:00,"The Golden State Warriors will host a Pride Month Panel, presented by Accenture, this Sunday, June 27, at 11 a.m. during the Thrive City Farmers Market, presented by Kaiser Permanente . The panel is highlighted by Olympic Medalist Figure Skater Adam Rippon, Executive Director for the National Center for Lesbian Rights Imani Rupert-Gordon, and Accenture’s Senior Managing Director, Global Pride Lead Marco Zeigler. The conversation will be led by Board President of SF Pride Carolyn Wysinger.",False,False,0,False,False,0,False,False,0,False,True,1,False,False,0,False,True,"['Accenture', 'Accenture', 'Kaiser Permanente']",['Kaiser Permanente'],"['Accenture', 'Accenture']"
Warriors Announce Audition Information For 2021-22 Dance Program,2021-06-21 19:05:00,"The Warriors Entertainment Teams are conducting auditions for the 2021-22 season for the “Gold Squad” and the “Blue Crew” dance teams throughout July, it was announced today. The upcoming season will include performances from all teams in the dance program, including the Hardwood Classics and Jr. Jam Squad, whose audition information will be announced at a later date. Watch the Warriors Entertainment Team’s dance performances during the 2020-21 NBA season.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Golden State Warriors Win Multiple EMMY and ADC Awards,2021-06-16 00:05:18,"The Golden State Warriors have been awarded three EMMY’s during the 50th Annual San Francisco/Northern California National Academy of Television Arts &amp; Sciences, and a Bronze Cube at the 2021 ADC Annual Awards, it was announced. The team was nominated for six EMMY Awards, leading all professional sports teams in the Bay Area.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Stephen Curry Named to 2020-21 All-NBA First Team,2021-06-15 23:23:00,"Golden State Warriors guard Stephen Curry has been named to the 2020-21 All-NBA First Team, the NBA announced today. It’s the fourth First Team honor for Curry and a franchise-best seventh All-NBA Team selection (Second Team: twice and Third Team: once), surpassing Rick Barry’s mark of six All-NBA Team selections.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors' Bob Fitzgerald to Provide Play-by-Play for Team USA Men’s and Women’s Basketball Games at Tokyo Olympics,2021-06-15 22:35:00,"Bob Fitzgerald, the play-by-play voice of the Golden State Warriors on NBC Sports Bay Area since 1997, has been selected to cover play-by-play duties for basketball games for NBC Olympics this summer. This will be his fifth Olympics and second for NBC Olympics handling basketball play-by-play (2012 London Olympics). Previously, he called water polo at the 2008 Beijing Olympics and handled radio play-by-play for basketball in Athens in 2004 and swimming in Atlanta in 1996. Fitzgerald also currently calls NFL and college football games for Sports USA Radio.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors to Offer Merchandise Discounts to Vaccinated Fans from June 15-20,2021-06-15 18:49:00,"The Golden State Warriors announced today, as part of California’s “Vax for the Win” program, that the Warriors Shop at Thrive City will offer a 20% merchandise discount to all fans shopping in-person between June 15-20 who show proof of full vaccination. Warriors Shop at Thrive City is open daily from 10 a.m. – 5 p.m",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Draymond Green Named to 2020-21 NBA All-Defensive First Team,2021-06-14 23:15:00,"Golden State Warriors forward Draymond Green has been named to the 2020-21 NBA All-Defensive First Team, the league announced today. Green has been named to the All-Defensive First Team four times (2014-15, 2015-16, 2016-17, 2020-21), Second Team twice (2017-18, 2018-19). He’s one of 16 frontcourt players in NBA history to earn First Team honors four-or-more times.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Forward Juan Toscano-Anderson Named Finalist for NBA’s Inaugural Kareem Abdul-Jabbar Social Justice Champion Award,2021-06-11 16:50:00,"Golden State Warriors forward Juan Toscano-Anderson has been named a finalist for the NBA’s inaugural Kareem Abdul-Jabbar Social Justice Champion award, the NBA announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"Warriors, United Airlines Launch Franchise Fund",2021-06-08 17:05:00,"The Golden State Warriors and United Airlines announced today the launch of Franchise Fund, a program designed to support minority-owned Bay Area small businesses. Watch a video explaining Franchise Fund below:",False,False,0,True,True,2,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"Warriors Hoops For Kids, Presented by Salesforce, Donates $524,000 to Bay Area Youth",2021-06-02 20:00:00,"The Warriors Community Foundation, in partnership with Salesforce, Pacific Gas and Electric Company (PG&amp;E), and Taube Philanthropies, has granted a total of $524,000 to eight Bay Area non-profit organizations, equating to $65,500 each, as part of the Warriors’ Hoops For Kids Program, it was announced today. Warriors Head Coach Steve Kerr spoke with Regina Jackson, Executive Director of the East Oakland Youth Development Center (EOYDC), to congratulate the organization on the contribution.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,True,['Salesforce'],[],['Salesforce']
"Warriors, McClymonds High School Unveil Oakland Forever-Themed Basketball Court",2021-06-01 22:35:00,"The Golden State Warriors, in partnership with Rakuten, announced today that the organization has refurbished the McClymonds High School basketball court with Oakland Forever-themed influences in a nod to the school’s rich basketball legacy.",False,True,1,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Golden State Warriors' Statement on Violence in San Jose,2021-05-26 19:14:00,"We are heartbroken by the senseless act of violence that occurred Wednesday morning in San Jose. Our thoughts are with the victims, their families, the Valley Transportation Authority and the entire San Jose community.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"Warriors, Forever Oakland Joint Community Support Statement",2021-05-20 21:00:00,"The Golden State Warriors and Forever Oakland Inc. / Make Oakland Better , a charitable organization engaged in community improvement efforts that impact the Oakland community, understand that the reference “Oakland Forever” is a commitment that is much bigger than sports and reflective of the true identity of Oakland. Each organization honors the magnitude of this commitment, not only in the sports arena, but as a call to action to amplify and meet Oakland’s most pressing community needs.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce 2021 NBA Play-In Tournament Game Ticket On-Sale Information,2021-05-20 05:03:00,"The Golden State Warriors announced today that single game tickets for the team’s 2021 NBA Play-In Tournament game, scheduled for Friday, May 21 at 6 p.m. against the Memphis Grizzlies, will go on sale tomorrow, May 20, through exclusive presale events before they become available to the general public at 4 p.m. Tickets may be purchased by visiting Warriors.com or calling 1-888-GSW-HOOP.",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
San Francisco Rebels Named Finalist for Jr. NBA Program of the Year,2021-05-19 00:04:32,"The Golden State Warriors and Warriors Basketball Academy announced today that the San Francisco Rebels have been named one of the six finalists for Jr. NBA Program of the Year, powered by Under Armour. The winner of the Jr. NBA Program of the Year will be determined by an NBA executive voting panel and fan voting. To vote for the San Francisco Rebels as a finalist of choice, CLICK HERE . Voting will conclude on Sunday, May 23.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,True,False,[],[],[]
Stephen Curry Named Western Conference Player of the Month,2021-05-17 20:36:12," Golden State Warriors guard Stephen Curry has been named the NBA Western Conference Player of the Month for May, the NBA announced today. Curry, who was previously named the Western Conference Player of the Month for April, is the first Warrior ever to win the award in back-to-back months. He has won the award nine times during his career and it represents the 13th time a Warrior has garnered the monthly recognition.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign Guard Gary Payton II,2021-05-16 20:02:32,"The Golden State Warriors have signed guard Gary Payton II, the team announced today. Payton II, 28, signed a pair of 10-day contracts with the Warriors earlier this season, appearing in 10 games for Golden State and posting averages of 2.5 points and 1.1 rebounds in 4.0 minutes per game. The fifth-year guard owns career NBA averages of 3.4 points, 2.1 rebounds and 1.1 assists in 11.4 minutes over 71 games (23 starts) with the Milwaukee Bucks, Los Angeles Lakers, Washington Wizards and the Warriors.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Kelly Oubre Jr. Injury Update - 5/16/21,2021-05-16 19:49:20,"Warriors guard/forward Kelly Oubre Jr., who has missed the last nine games due to a small avulsion fracture and ligament tear in his left wrist, was recently re-evaluated. The re-evaluation indicated that the injury is healing appropriately. He has not been cleared to return to practice at this point and will be re-evaluated again in the next 7-10 days.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce Additional Health Verification Options for Fans Attending Home NBA Play-In Tournament and Playoff Games,2021-05-14 19:14:00,"The Golden State Warriors have announced additional health verification options for fans attending 2021 NBA Play-In and potential NBA Playoff games at Chase Center. The Warriors postseason schedule, and ticket on-sale information, will be announced at a later date. Every person entering Chase Center must produce either proof of a full vaccination or a negative COVID-19 test that was administered within 48 hours prior to the game.",False,False,0,False,False,0,False,True,2,False,False,0,False,False,0,False,False,[],[],[]
Get Early Access to Play-In Tournament and Playoff Tickets,2021-05-13 22:08:00,"Tickets for individual Warriors home games in the Play-In Tournament and/or NBA Playoffs will be available soon. Fill out the form below to get notified as soon as individual tickets become available, or guarantee your seat for ALL potential postseason games with the purchase of a playoff pack .",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign Juan Toscano-Anderson to Multi-Year Contract,2021-05-13 18:26:00,"The Golden State Warriors have signed forward Juan Toscano-Anderson to a multi-year contract, the team announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign Forward/Center Jordan Bell to a Two-Way Contract,2021-05-13 17:57:00,"The Golden State Warriors have signed forward/center Jordan Bell to a two-way contract, the team announced today. Bell, 26, appeared in five games (one start) for the Washington Wizards this season, averaging 2.8 points, 3.8 rebounds and 1.0 assists in 13.4 minutes per game. The 6’8"" forward began his career with Golden State and was a rookie on the team’s 2017-18 NBA championship team. He owns career averages of 3.7 points, 3.1 rebounds and 1.3 assists in 159 games (17 starts) over four seasons with the Warriors, Minnesota Timberwolves, Memphis Grizzlies and Wizards.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Golden State vs. New Orleans Game Time Change,2021-05-11 00:02:15,"The tip-off time for Golden State’s game vs. New Orleans on Friday, May 14, has been changed to 6:30 p.m. (PDT), the league announced today. The game was originally scheduled for 7 p.m. The contest will air locally on NBC Sports Bay Area as well as nationally on ESPN and can be heard on the team’s flagship radio station, 95.7 The Game.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Kelly Oubre Jr. Injury Update - 5/6/21,2021-05-07 00:11:00,"Warriors guard/forward Kelly Oubre Jr., who has missed the last four games, underwent an MRI on his left wrist yesterday. The MRI reconfirmed previous imaging results of a small avulsion fracture and ligament tear of the wrist with no new injury observed. The injury will not require surgery. Oubre Jr. will be re-evaluated again late next week.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Stephen Curry Named Western Conference Player of the Month,2021-05-03 20:19:00," Golden State Warriors guard Stephen Curry has been named the NBA Western Conference Player of the Month for April, the NBA announced today. The award is the eighth career Player of the Month honor for Curry and the 12th time a Warrior has garnered the monthly recognition.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Basketball Academy Announces 2021 Summer Camp Schedule,2021-04-29 19:40:00,"Warriors Basketball Academy has announced its 2021 summer camp schedule, which includes 30 outdoor and indoor camp sessions at 15 Bay Area locations for youth ages 8-17. The schedule is highlighted by four outdoor sessions in partnership with Kaiser Permanente at Thrive City, the community gathering space surrounding Chase Center, and nine sessions at the team’s Oakland Facility that will integrate Shoot 360 technology. Registration for all general summer camp sessions is available now at gswacademy.com .",False,False,0,False,False,0,False,True,1,False,True,1,False,False,0,False,False,[],[],[]
Warriors Announce Legacy NFT Collection,2021-04-27 13:00:00,"The Golden State Warriors have become the first professional sports team to launch a Non-Fungible Token (NFT) Collection, it was announced today. The officially licensed digital collection—Golden State Warriors Legacy NFT Collection—commemorates the team’s six NBA championships and includes digital collectibles of their most iconic games in franchise history.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Statement From The Golden State Warriors,2021-04-20 23:10:00,"We are encouraged that the jury in Minneapolis earlier today moved quickly to impose accountability where it is so often missing. However, we realize this is only the beginning, and our communities and our country will need to continue to move forward with purposeful meaning and action in an effort to achieve racial justice in America. As we noted last summer, as an organization, we pledge to do our part as community leaders to make an impactful difference in this space. Overall, today was a step in the right direction, but the long journey must continue.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign Guard Gary Payton II to a Second 10-Day Contract,2021-04-19 21:42:20,"The Golden State Warriors have signed guard Gary Payton II to a second 10-day contract, the team announced today. Payton II, 28, has appeared in five games for the Warriors this season, averaging 2.4 points, 1.4 rebounds and 1.00 steals in 3.7 minutes per game. The fifth-year guard owns career NBA averages of 3.4 points, 2.2 rebounds and 1.3 assists in 11.9 minutes over 66 games (23 starts) with the Milwaukee Bucks, Los Angeles Lakers, Washington Wizards and the Warriors.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Stephen Curry Named Western Conference Player of the Week,2021-04-19 19:30:00," Golden State Warriors guard Stephen Curry has been named the Week 17 Western Conference Player of the Week, the NBA announced today. It’s the second time he’s won the award this season (Week 2) and the 16th career weekly recognition for the 12-year veteran. Most Player of the Week Awards, Warriors History Player",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Juan Toscano-Anderson Injury Update – 4/17/21,2021-04-18 04:59:55,"Warriors forward Juan Toscano-Anderson has been diagnosed with a concussion resulting from a fall during the fourth quarter of tonight’s game. Per NBA rules, he will enter the league’s concussion protocol.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Eric Paschall Injury Update – 4/17/21,2021-04-18 01:17:46,"Eric Paschall, who has missed the last seven games due to a left hip flexor strain, is making good progress in his rehabilitation. He is currently doing some controlled on-court workouts, and the hope is that he can be incorporated back into team practices later next week.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Center James Wiseman Undergoes Successful Surgery,2021-04-15 23:15:00,Golden State Warriors center James Wiseman underwent successful surgery today at the Cedars-Sinai Kerlan-Jobe Institute in Los Angeles to repair a right meniscal tear. The surgery was performed by Dr. Neal ElAttrache. Wiseman will begin rehab immediately and will miss the remainder of the 2020-21 season. He is expected to return for the 2021-22 campaign. An update on his progress will be provided in September.,False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Stephen Curry Becomes Franchise's All-Time Points Leader,2021-04-13 02:44:00,"Golden State Warriors guard Stephen Curry scored his 17,784 career point in the first quarter of tonight’s game against the Denver Nuggets, passing Wilt Chamberlain (17,783) to become the franchise’s all-time points leader.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Aaron ‘Showtime’ Taylor Shines Bright on Warriors Ground,2021-04-12 21:26:00,"It was a special night at Chase Center on Saturday as former San Quentin State Prison inmate Aaron “Showtime” Taylor showcased his talents behind the mic, serving as a guest PA announcer for the Warriors' home game against the Rockets.",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
Warriors and Chase Launch Beyond28 Podcast,2021-04-12 14:10:00,"As part of the Beyond28 initiative, the Golden State Warriors and Chase are launching the Beyond28 Podcast, a monthly one-hour show celebrating Black culture and community. The podcast, which launches on Wednesday, April 21 with inaugural guest, activist and poet Imani Cezanne, will be hosted by ESPN’s The Undefeated senior NBA writer Marc J. Spears. Click HERE to listen to the official audio trailer. For more information on Beyond28 and the Beyond28 Podcast, fans can visit warriors.com/beyond28 .",False,False,0,False,False,0,True,True,2,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce Ticket On-Sale Information for Remainder of 2020-21 Season,2021-04-08 20:10:00,The Golden State Warriors announced today that single-game tickets for remaining eligible Warriors home games during the 2020-21 NBA season will go on sale beginning April 12. Tickets will go on sale through exclusive presale events before single-game options are made available to the public on April 14. Single-game tickets may be purchased by visiting warriors.com or calling 1-888-GSW-HOOP.,False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
Warriors to Welcome Fans Back to Chase Center Beginning April 23,2021-04-08 17:34:00,,False,False,0,False,False,0,True,False,1,False,False,0,False,False,0,False,False,[],[],[]
Warriors President & COO Rick Welts to Step Away at the Conclusion of the 2020-21 Season,2021-04-08 16:35:00,"After guiding the franchise to one of the most successful decades in NBA history from a business operations perspective, Golden State Warriors President and Chief Operating Officer Rick Welts will step away from his role with the organization at the end of the 2020-21 season, Welts and the team announced today. Welts has been a member of the NBA for nearly five decades, including this most recent stint with the Warriors, which began in 2011.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"Warriors, Chase Center Announce Collaboration with Clorox",2021-04-05 15:00:00,"Through this collaboration, Clorox will provide disinfecting products, including Clorox® Total 360® System electrostatic sprayers, to help enhance Chase Center’s Clean Team sponsored by Clorox, a program that outlines all cleaning and disinfection protocols and focuses on frequent auditing of cleanliness and disinfection levels throughout the arena every day, including non-event days.",False,False,0,False,False,0,True,True,2,False,False,0,False,False,0,False,False,[],[],[]
Eric Paschall Injury Update – 4/4/21,2021-04-04 23:33:29,"Warriors forward Eric Paschall underwent an MRI yesterday, which revealed a left hip flexor strain. He will be re-evaluated in two weeks.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Statement On State of California Indoor Live Event Guidelines,2021-04-02 20:48:00,"We are extremely encouraged with the new indoor live event guidelines that were released by the State of California Department of Public Health earlier today. As has been documented for several months, we are in ongoing conversations with the San Francisco Department of Public Health and the City and County of San Francisco regarding the return of fans to Chase Center. We hope to have specific details available to share shortly.",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
Warriors Trade Marquese Chriss to San Antonio,2021-03-25 23:01:00,"The Golden State Warriors have traded center Marquese Chriss and cash considerations to the San Antonio Spurs in exchange for the draft rights to center Cady Lalanne, the team announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Trade Brad Wanamaker to Charlotte,2021-03-25 22:55:00,"The Golden State Warriors have traded guard Brad Wanamaker, a 2022 second round draft pick (from Toronto via Philadelphia; top 54 protected) and cash considerations to the Charlotte Hornets in exchange for a 2025 second round draft pick (top 55 protected), the team announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Stephen Curry Becomes Franchise's All-Time Assists Leader,2021-03-16 04:49:00,"Golden State Warriors guard Stephen Curry dished out his 4,856th career assist in the third quarter of tonight’s game against the Los Angeles Lakers, passing Guy Rodgers (4,855) to become the franchise’s all-time assists leader.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce 2020-21 “Second Half” Television & Radio Broadcast Schedules,2021-03-12 17:58:38,"The Golden State Warriors announced the team’s “Second Half” broadcast schedule today. As with the “First Half”, every game will be televised and broadcast on radio (35 games). . NBC Sports Bay Area, the exclusive television home for Warriors games in Northern California, will broadcast 33 of Golden State’s “Second Half” games (18 home/15 road). NBC Sports Bay Area’s coverage begins on Sunday, March 14, when the Warriors host the Utah Jazz at Chase Center.",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
Warriors & 95.7 The Game to Feature All-Female Broadcast as Part of Women's Empowerment Month,2021-03-12 17:49:31,"In celebration of Women’s Empowerment Month, the Golden State Warriors’ game vs. the Chicago Bulls on Monday, March 29, will feature an all-female broadcast on the team’s flagship radio station, 95.7 The Game (KGMZ-FM), highlighted by Kate Scott, Mary Murphy and Kerith Burke. Scott will handle play-by-play duties alongside Murphy, who will serve as color commentator. The duo will call the game in place of longtime Warriors radio play-by-play voice Tim Roye and analyst Tom Tolbert. Burke will host pre and postgame coverage of the broadcast on 95.7 The Game.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Recall Forward Alen Smailagić,2021-03-11 19:49:46,"The Golden State Warriors have recalled forward Alen Smailagić from the team’s G League affiliate, the Santa Cruz Warriors, the team announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"Warriors Launch Women's Empowerment Month Celebrations, Presented by Chase",2021-03-10 20:37:00,"The Golden State Warriors have launched celebrations surrounding Women’s Empowerment Month, presented by Chase. The activations aim to empower girls and women to rise above and challenge socio-economic norms that exist today through amplifying voices in the fight for an equal playing field for women.",False,False,0,False,False,0,True,True,2,False,False,0,False,False,0,False,True,"['Chase', 'Chase']","['Chase', 'Chase']",[]
Stephen Curry Wins 2021 MTN DEW Three-Point Contest,2021-03-08 01:50:00,"Golden State Warriors guard Stephen Curry won the 2021 MTN DEW Three-Point Contest as part of NBA All-Star Sunday Night in Atlanta, becoming the seventh player to win multiple Three-Point Contests since the event’s inception in 1986 and the first to do so in non-consecutive events. Curry, who previously won the event in 2015, joins Larry Bird (3), Craig Hodges (3), Jeff Hornacek (2), Jason Kapono (2), Mark Price (2) and Peja Stojaković (2) as multiple-time Three-Point Contest winners.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
